선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,생일,시즌
유제룡84M,74,184,164,17,33,3,1,0,38,8,5,5,14,0,0,23,3,6,0,0.201,0.264,0.232,0.496,0.234,34.7,-0.55,1956-08-11,1984
모넬17k1B,28,105,85,10,14,4,0,2,24,9,2,1,17,1,1,28,2,0,2,0.165,0.305,0.282,0.587,0.276,50.2,-0.55,1986-03-27,2017
이종운98한,42,93,89,8,14,2,1,1,21,6,2,0,2,0,0,18,1,2,0,0.157,0.176,0.236,0.412,0.182,4,-0.56,1966-04-06,1998
심정수06삼RF,26,96,85,8,12,1,0,1,16,7,0,0,8,2,0,22,3,0,1,0.141,0.229,0.188,0.417,0.21,21.8,-0.56,1975-05-05,2006
김용만82해C,56,110,102,7,15,3,0,0,18,7,2,1,6,1,0,10,3,1,0,0.147,0.202,0.176,0.378,0.184,3,-0.56,1958-07-26,1982
김상현16k1B,62,246,222,29,50,5,0,11,88,32,0,1,20,2,0,48,10,0,2,0.225,0.293,0.396,0.689,0.308,65.7,-0.56,1980-11-12,2016
문규현12롯SS,105,277,244,17,50,10,0,0,60,17,0,2,13,4,0,50,3,14,2,0.205,0.255,0.246,0.501,0.231,34.9,-0.56,1983-07-05,2012
김규민20키LF,54,111,101,13,21,2,1,1,28,6,1,0,5,1,0,24,3,3,1,0.208,0.25,0.277,0.527,0.24,31.9,-0.56,1993-01-26,2020
양종민19L3B,18,49,44,1,6,2,0,0,8,5,0,0,2,0,0,15,3,2,1,0.136,0.17,0.182,0.352,0.16,-17.2,-0.56,1990-10-09,2019
김민재09한2B,105,308,272,33,56,11,1,4,81,29,1,1,22,6,0,28,11,6,2,0.206,0.278,0.298,0.576,0.264,43.2,-0.56,1973-01-03,2009
민경삼92L2B,91,270,247,27,56,4,2,2,70,26,4,6,13,3,1,28,8,7,0,0.227,0.274,0.283,0.557,0.256,43.6,-0.56,1963-02-24,1992
김일환83해1B,53,112,98,12,18,6,0,0,24,3,0,3,10,0,0,10,2,4,0,0.184,0.259,0.245,0.504,0.236,42.2,-0.56,1954-01-11,1983
이도형07한DH,79,199,177,18,33,4,0,6,55,26,0,0,20,1,1,29,11,0,1,0.186,0.271,0.311,0.582,0.275,62,-0.57,1975-05-24,2007
김동한18롯3B,55,96,83,11,16,1,0,2,23,9,3,1,9,0,0,18,1,2,2,0.193,0.266,0.277,0.543,0.244,30.1,-0.57,1988-06-24,2018
안명성97현,54,53,46,7,6,0,0,0,6,0,2,2,3,0,0,12,2,4,0,0.13,0.184,0.13,0.314,0.146,-23.6,-0.57,1973-08-17,1997
최동수06L1B,54,111,100,5,19,2,0,1,24,13,0,0,7,1,0,21,5,1,2,0.19,0.246,0.24,0.486,0.232,36.1,-0.57,1971-09-11,2006
송민섭22KRF,106,68,62,14,10,1,2,0,15,3,0,2,3,0,0,19,0,3,0,0.161,0.2,0.242,0.442,0.197,11.2,-0.57,1991-08-02,2022
윤재국98쌍RF,94,179,163,25,37,1,4,0,46,11,6,6,8,1,0,27,1,6,1,0.227,0.266,0.282,0.548,0.244,45,-0.57,1975-05-05,1998
이근엽95태SS,102,234,206,11,35,5,0,0,40,13,8,5,15,6,0,50,1,5,2,0.17,0.245,0.194,0.439,0.212,29.5,-0.58,1972-01-21,1995
염경엽96현3B,72,25,20,12,0,0,0,0,0,1,1,6,3,0,0,9,0,2,0,0,0.13,0,0.13,0.085,-63.6,-0.58,1968-03-01,1996
이동훈20한CF,37,39,38,5,4,0,0,0,4,1,0,0,0,1,0,14,0,0,0,0.105,0.128,0.105,0.234,0.116,-48.3,-0.58,1996-07-24,2020
안경현09S1B,42,67,58,6,12,2,0,1,17,5,0,0,1,1,0,9,2,7,0,0.207,0.233,0.293,0.526,0.215,7.4,-0.58,1970-02-13,2009
조성옥88롯LF,71,153,129,12,33,6,0,0,39,11,2,4,6,0,0,12,4,16,2,0.256,0.285,0.302,0.587,0.248,45.5,-0.58,1961-08-25,1988
김대륙15롯SS,71,63,54,6,8,0,0,0,8,1,0,1,7,0,0,17,2,2,0,0.148,0.246,0.148,0.394,0.2,3.6,-0.58,1992-04-03,2015
지화동91빙SS,66,79,74,17,9,3,0,0,12,2,5,2,4,0,0,12,3,1,0,0.122,0.167,0.162,0.329,0.159,-15.7,-0.58,1967-01-20,1991
김한수07삼1B,101,317,289,25,68,11,1,3,90,26,0,2,14,7,0,44,6,2,5,0.235,0.283,0.311,0.594,0.279,64,-0.58,1971-10-30,2007
최훈재00두1B,76,124,115,9,22,4,1,3,37,10,0,0,7,1,0,22,4,0,1,0.191,0.242,0.322,0.564,0.253,39,-0.58,1967-01-21,2000
오재일10넥1B,39,67,60,1,8,4,0,1,15,9,0,0,4,1,0,16,6,2,0,0.133,0.2,0.25,0.45,0.205,7.7,-0.58,1986-10-29,2010
유영환93태,61,183,161,12,31,4,1,0,37,7,1,1,8,3,0,34,3,10,1,0.193,0.243,0.23,0.473,0.218,31,-0.58,1969-02-15,1993
이인구04롯,41,69,58,10,7,0,0,0,7,0,1,0,2,5,0,15,0,4,0,0.121,0.215,0.121,0.336,0.172,-15.2,-0.58,1980-11-07,2004
주효상17넥C,64,129,118,10,23,5,0,1,31,9,0,0,9,2,0,51,2,0,0,0.195,0.264,0.263,0.526,0.248,32.4,-0.59,1997-11-11,2017
신종길12KRF,44,92,83,10,13,2,2,1,22,2,5,5,5,0,0,26,0,3,1,0.157,0.202,0.265,0.467,0.212,20.4,-0.59,1983-12-31,2012
곽연수93O,54,125,110,9,19,4,0,0,23,6,0,0,8,1,1,11,2,4,2,0.173,0.231,0.209,0.441,0.205,18.6,-0.59,1967-03-18,1993
김영일97롯LF,74,162,142,11,28,1,2,0,33,8,6,4,9,5,0,24,4,6,0,0.197,0.269,0.232,0.502,0.235,39.8,-0.59,1971-03-14,1997
오준혁18KKLF,30,50,44,6,6,0,0,0,6,2,1,1,3,1,0,11,1,1,1,0.136,0.204,0.136,0.34,0.169,-19.3,-0.59,1992-03-11,2018
노진혁15NSS,65,42,38,4,3,2,0,0,5,2,0,0,2,0,0,11,0,1,1,0.079,0.122,0.132,0.254,0.118,-54.2,-0.59,1989-07-15,2015
이근엽96현3B,97,220,195,19,35,7,1,1,47,7,2,4,12,5,0,38,2,7,1,0.179,0.244,0.241,0.485,0.227,36.2,-0.59,1972-01-21,1996
허일20롯RF,60,95,84,5,15,4,0,1,22,6,0,0,8,1,0,29,4,2,0,0.179,0.258,0.262,0.52,0.244,32.7,-0.59,1992-11-20,2020
주경업92태,31,56,51,5,8,1,0,0,9,5,1,0,0,0,0,1,0,1,0,0.157,0.157,0.176,0.333,0.141,-31.3,-0.59,1968-09-02,1992
조충열85해,65,97,85,4,17,1,0,0,18,3,0,1,3,1,0,8,2,8,0,0.2,0.236,0.212,0.448,0.2,10.7,-0.6,1959-02-25,1985
이선웅86청3B,67,139,128,7,18,3,1,0,23,6,3,0,9,1,0,17,7,1,0,0.141,0.203,0.18,0.383,0.19,11.2,-0.6,1961-02-11,1986
김영진98삼C,100,204,178,8,32,10,0,0,42,8,0,3,13,1,0,47,4,12,0,0.18,0.24,0.236,0.476,0.211,24.5,-0.6,1972-04-09,1998
신성현17한두1B,34,72,67,5,11,2,1,1,18,7,1,0,2,1,0,21,2,1,1,0.164,0.197,0.269,0.466,0.204,4.5,-0.6,1990-10-19,2017
안대환89O,53,100,92,9,12,2,0,2,20,5,6,3,6,0,0,18,0,1,1,0.13,0.182,0.217,0.399,0.192,5.5,-0.6,1962-09-14,1989
최경환06두롯RF,86,215,196,14,41,6,0,2,53,11,2,2,12,2,1,32,2,5,0,0.209,0.262,0.27,0.532,0.248,47.4,-0.61,1972-05-12,2006
하준호16kLF,94,217,187,26,41,5,0,3,55,15,12,4,20,5,0,63,3,4,1,0.219,0.31,0.294,0.604,0.286,50.7,-0.61,1989-04-29,2016
최재원17L2B,69,159,142,20,33,4,1,1,42,12,3,3,8,3,0,34,2,3,3,0.232,0.282,0.296,0.578,0.262,43.2,-0.61,1990-07-30,2017
강정남84해1B,22,54,50,5,5,3,0,0,8,2,0,0,2,1,0,13,0,1,0,0.1,0.151,0.16,0.311,0.15,-21.8,-0.61,1960-08-14,1984
차일목16한C,117,329,276,30,63,8,0,3,80,38,0,0,30,4,0,57,9,13,6,0.228,0.307,0.29,0.597,0.275,44.2,-0.62,1981-01-26,2016
이승희89O3B,61,92,85,6,11,0,0,1,14,6,2,0,6,0,0,27,2,1,0,0.129,0.187,0.165,0.352,0.176,-5.5,-0.62,1959-04-03,1989
김종석93O1B,70,159,141,14,27,3,1,1,35,16,2,3,13,1,1,25,7,2,2,0.191,0.261,0.248,0.509,0.242,46.8,-0.62,1971-02-28,1993
정형식14삼CF,52,121,106,9,18,2,0,1,23,6,4,2,12,1,0,24,2,1,1,0.17,0.258,0.217,0.475,0.233,17,-0.62,1991-01-28,2014
유지홍85M1B,60,146,130,9,28,4,0,0,32,13,3,4,10,2,0,17,2,2,2,0.215,0.278,0.246,0.524,0.252,45.3,-0.63,1962-04-24,1985
유로결22한LF,18,43,40,2,6,0,0,0,6,3,0,0,1,0,0,9,0,2,0,0.15,0.171,0.15,0.321,0.148,-21,-0.63,2000-05-30,2022
김태완04L,15,37,36,1,3,0,0,0,3,2,0,0,0,0,0,15,0,0,1,0.083,0.081,0.083,0.164,0.077,-83.8,-0.63,1981-09-19,2004
지석훈18NSS,67,105,94,9,17,2,0,1,22,8,1,0,8,0,0,20,2,0,3,0.181,0.238,0.234,0.472,0.219,15.1,-0.64,1984-03-17,2018
이호신15KCF,54,62,50,9,7,1,0,0,8,3,3,0,6,2,0,16,1,3,1,0.14,0.254,0.16,0.414,0.207,3.7,-0.64,1984-05-19,2015
허준97한SS,114,291,259,24,58,6,0,1,67,14,3,5,12,1,0,32,5,18,1,0.224,0.26,0.259,0.519,0.229,35.4,-0.64,1970-05-29,1997
조홍석19롯RF,42,66,61,8,7,2,1,0,11,5,1,0,4,0,0,14,1,0,1,0.115,0.167,0.18,0.347,0.166,-13.8,-0.64,1990-02-23,2019
김호령15KCF,103,283,257,31,56,10,2,1,73,21,11,2,15,5,0,83,2,6,0,0.218,0.274,0.284,0.558,0.257,36.7,-0.64,1992-04-30,2015
박찬호15KSS,69,150,137,13,25,5,1,0,32,6,3,1,9,0,0,37,2,4,0,0.182,0.233,0.234,0.467,0.215,9.4,-0.64,1995-06-05,2015
이종민92O2B,95,211,187,20,35,5,1,2,48,15,10,5,14,3,0,61,9,6,0,0.187,0.255,0.257,0.512,0.238,30.7,-0.64,1972-12-25,1992
홍승규85삼RF,67,102,89,19,15,2,0,1,20,4,4,5,7,1,0,11,1,5,0,0.169,0.237,0.225,0.462,0.216,23,-0.65,1960-06-20,1985
정범모18NC,103,219,190,20,34,9,0,4,55,18,1,0,15,4,0,62,4,7,3,0.179,0.25,0.289,0.54,0.237,26.1,-0.65,1987-03-26,2018
윤성훈90태,55,105,94,12,16,4,0,0,20,4,1,2,5,1,0,24,1,5,0,0.17,0.22,0.213,0.433,0.203,11.5,-0.65,1966-06-04,1990
허도환19SC,56,93,79,3,10,3,0,1,16,6,0,1,5,3,0,18,3,4,2,0.127,0.202,0.203,0.405,0.189,1,-0.65,1984-07-31,2019
박병호06L1B,48,142,130,7,21,2,0,5,38,13,1,3,9,2,0,42,4,1,0,0.162,0.227,0.292,0.519,0.245,45.4,-0.65,1986-07-10,2006
김종훈99삼LF,106,283,252,36,58,12,1,2,78,17,5,1,18,3,0,45,6,9,1,0.23,0.288,0.31,0.598,0.267,49,-0.65,1972-01-29,1999
김평호88해,78,62,54,13,7,0,0,0,7,4,3,2,3,0,0,7,2,4,1,0.13,0.172,0.13,0.302,0.142,-27.2,-0.65,1963-12-23,1988
팔카20삼DH,51,217,196,17,41,7,0,8,72,23,2,0,18,0,0,58,5,0,3,0.209,0.272,0.367,0.639,0.288,60.3,-0.65,1991-10-28,2020
장교성01현,42,65,64,5,12,0,0,0,12,3,1,3,1,0,0,14,4,0,0,0.188,0.2,0.188,0.388,0.186,-9.1,-0.66,1977-10-27,2001
조흥운85삼1B,59,105,90,13,16,2,0,0,18,3,7,6,10,0,0,17,2,4,1,0.178,0.257,0.2,0.457,0.22,28.1,-0.66,1954-08-13,1985
최원준19K3B,90,255,232,33,46,11,3,1,66,18,8,4,16,4,0,51,4,2,1,0.198,0.261,0.284,0.545,0.256,46.1,-0.66,1997-03-23,2019
조범현87OC,48,88,80,3,12,2,0,0,14,6,1,0,2,0,0,12,3,6,0,0.15,0.171,0.175,0.346,0.157,-24.8,-0.66,1960-10-01,1987
김주형11K1B,88,300,271,23,54,14,0,9,95,40,1,0,17,4,0,71,6,7,1,0.199,0.256,0.351,0.607,0.275,58.9,-0.66,1985-12-15,2011
이중화92빙CF,90,266,247,33,51,10,0,1,64,20,9,5,14,1,0,12,3,1,3,0.206,0.249,0.259,0.508,0.24,34.9,-0.67,1964-02-11,1992
정주현16L2B,99,257,225,30,50,12,1,1,67,22,5,5,28,0,0,66,1,2,2,0.222,0.306,0.298,0.604,0.287,52.5,-0.67,1990-10-13,2016
오윤석19롯1B,76,228,198,21,44,2,0,1,49,21,0,0,20,2,1,43,4,4,4,0.222,0.295,0.247,0.542,0.258,49.6,-0.67,1992-02-24,2019
신경식94쌍1B,93,249,227,23,50,14,1,2,72,26,2,0,10,0,1,13,6,8,4,0.22,0.249,0.317,0.566,0.251,52.2,-0.67,1961-01-19,1994
박정환06삼2B,43,100,91,8,15,1,0,0,16,2,1,0,4,0,0,18,4,5,0,0.165,0.2,0.176,0.376,0.175,-3.6,-0.67,1977-10-23,2006
홍현우02L3B,25,76,68,3,8,3,0,1,14,8,0,1,3,2,0,16,1,1,2,0.118,0.173,0.206,0.379,0.172,-12.1,-0.67,1972-09-28,2002
이동채91롯,38,64,58,7,8,0,0,0,8,5,1,0,1,0,0,16,0,4,1,0.138,0.15,0.138,0.288,0.13,-32.1,-0.67,1971-06-01,1991
윤석민19K1B,63,178,169,4,39,4,0,2,49,17,0,0,7,0,0,24,4,0,2,0.231,0.258,0.29,0.548,0.256,47.4,-0.68,1985-09-04,2019
정상호20두C,42,92,86,3,14,6,0,0,20,8,0,0,2,0,0,29,4,3,1,0.163,0.18,0.233,0.412,0.182,-4.9,-0.68,1982-12-24,2020
이재원20SC,80,251,222,18,41,8,0,2,55,21,0,0,19,6,3,24,12,3,1,0.185,0.266,0.248,0.514,0.241,31.7,-0.68,1988-02-24,2020
김대우15롯1B,39,100,92,9,16,1,1,3,28,9,3,1,5,1,0,39,2,2,0,0.174,0.225,0.304,0.529,0.233,23.6,-0.68,1984-07-26,2015
최동수98L1B,21,60,57,6,9,1,0,0,10,5,0,1,2,0,0,12,2,1,0,0.158,0.186,0.175,0.362,0.168,-11.4,-0.68,1971-09-11,1998
송진호82삼P,35,82,80,11,11,2,0,1,16,7,3,2,2,0,0,18,0,0,0,0.138,0.159,0.2,0.359,0.166,-6.1,-0.68,1957-08-16,1982
고동진15한RF,27,70,59,5,10,4,0,0,14,7,0,0,2,4,0,13,3,5,0,0.169,0.246,0.237,0.483,0.217,9.6,-0.69,1980-04-01,2015
김종훈06삼RF,96,185,163,18,33,7,0,0,40,6,0,2,11,3,0,36,2,8,0,0.202,0.266,0.245,0.511,0.239,42,-0.69,1972-01-29,2006
민병헌20롯CF,109,342,309,42,72,12,0,2,90,23,10,6,21,5,1,62,12,5,2,0.233,0.291,0.291,0.582,0.271,50.7,-0.69,1987-03-10,2020
김민수14한C,35,78,74,5,11,1,0,0,12,5,0,0,3,0,0,21,1,1,0,0.149,0.182,0.162,0.344,0.165,-29,-0.69,1991-03-02,2014
이중화94한RF,85,256,228,22,50,10,0,1,63,16,7,7,14,2,0,20,5,10,2,0.219,0.268,0.276,0.545,0.249,51.5,-0.69,1964-02-11,1994
강경학16한SS,46,116,101,16,16,3,2,1,26,7,0,0,8,2,0,30,5,4,1,0.158,0.232,0.257,0.49,0.223,10.5,-0.69,1992-08-11,2016
이상호20N2B,82,65,61,18,8,1,0,0,9,4,6,4,3,0,0,5,2,1,0,0.131,0.172,0.148,0.319,0.155,-24,-0.69,1989-02-05,2020
김경남88태,16,42,35,5,1,1,0,0,2,2,0,0,2,0,0,6,1,4,1,0.029,0.079,0.057,0.136,0.066,-79.2,-0.7,1959-11-05,1988
손주인18삼2B,98,297,265,26,63,10,0,4,85,28,3,0,11,7,0,40,11,10,4,0.238,0.282,0.321,0.603,0.263,43.4,-0.7,1983-12-01,2018
임익준10삼3B,64,67,63,10,11,0,0,0,11,5,4,3,0,0,0,16,3,3,1,0.175,0.172,0.175,0.347,0.155,-23.9,-0.7,1988-03-15,2010
황윤호18KSS,82,62,57,11,9,1,0,0,10,4,2,2,0,3,0,6,2,2,0,0.158,0.2,0.175,0.375,0.175,-14.3,-0.7,1993-09-22,2018
김민호02두SS,95,185,160,14,25,3,1,2,36,11,7,0,12,3,0,39,4,6,4,0.156,0.224,0.225,0.449,0.203,9.6,-0.7,1969-03-19,2002
안익훈18LCF,62,135,123,13,27,4,0,0,31,10,0,1,8,1,0,12,4,2,1,0.22,0.271,0.252,0.523,0.242,29.6,-0.7,1996-02-12,2018
윤진호19L3B,105,62,59,6,6,2,0,1,11,5,1,1,1,0,0,13,0,2,0,0.102,0.117,0.186,0.303,0.133,-33.4,-0.71,1986-06-23,2019
고동진14한RF,73,213,187,21,45,5,0,1,53,14,0,2,18,2,0,35,2,3,3,0.241,0.31,0.283,0.593,0.281,45.3,-0.71,1980-04-01,2014
이태원14NC,62,69,66,5,8,2,0,0,10,4,0,0,2,0,0,20,0,1,0,0.121,0.147,0.152,0.299,0.14,-42.9,-0.71,1986-03-17,2014
이종욱18NLF,43,128,122,12,28,7,0,1,38,8,1,1,4,0,0,16,2,1,1,0.23,0.252,0.311,0.563,0.249,35.1,-0.71,1980-06-18,2018
이원석21한CF,43,130,114,12,20,1,1,1,26,9,4,2,8,2,0,43,1,4,2,0.175,0.238,0.228,0.466,0.221,22,-0.71,1999-03-31,2021
김인호01현DH,92,190,162,30,33,0,1,5,50,19,5,5,22,1,0,34,5,5,0,0.204,0.303,0.309,0.611,0.284,56.2,-0.72,1967-01-26,2001
이병규14LDH,62,207,195,23,49,6,0,2,61,25,1,1,8,2,0,21,5,2,0,0.251,0.288,0.313,0.601,0.277,50.3,-0.72,1974-10-25,2014
유장혁21한CF,34,112,98,11,14,5,0,1,22,7,2,1,8,2,0,39,2,2,2,0.143,0.218,0.224,0.443,0.212,15.3,-0.72,2000-05-30,2021
박경수22K2B,89,171,148,12,19,3,0,3,31,9,0,0,22,0,0,59,3,1,0,0.128,0.241,0.209,0.451,0.224,29.8,-0.73,1984-03-31,2022
파레디스18두RF,21,71,65,7,9,2,1,1,16,4,1,0,4,1,1,17,0,0,1,0.138,0.197,0.246,0.443,0.191,-2.4,-0.73,1988-11-25,2018
박지규15L2B,102,189,171,22,35,8,1,0,45,12,5,3,10,3,0,49,1,4,1,0.205,0.26,0.263,0.523,0.242,28.4,-0.73,1991-10-12,2015
김선진99L1B,102,238,205,31,48,6,2,1,61,21,5,5,19,5,0,31,4,6,3,0.234,0.31,0.298,0.608,0.278,54.4,-0.73,1967-05-05,1999
최인호20한LF,47,135,127,8,30,0,0,0,30,8,0,0,4,1,0,34,3,1,2,0.236,0.261,0.236,0.497,0.237,31.9,-0.73,2000-01-30,2020
최재훈15두C,71,114,99,6,15,3,0,0,18,7,0,0,3,8,0,19,6,3,1,0.152,0.234,0.182,0.416,0.205,4.3,-0.73,1989-08-27,2015
이상호18N2B,114,204,187,32,47,2,0,0,49,8,13,5,8,2,0,15,8,7,0,0.251,0.289,0.262,0.551,0.251,37.3,-0.73,1989-02-05,2018
김태룡00해2B,65,146,129,13,20,5,0,4,37,12,3,0,6,2,0,29,2,9,0,0.155,0.204,0.287,0.491,0.207,11.3,-0.73,1968-02-23,2000
김성일92L,85,79,69,17,12,0,0,0,12,0,8,6,4,0,0,5,0,6,0,0.174,0.219,0.174,0.393,0.18,-8.9,-0.74,1967-05-03,1992
오덕환88태,78,161,146,10,31,3,0,0,34,8,1,2,6,1,1,14,3,7,1,0.212,0.247,0.233,0.48,0.218,25.2,-0.74,1959-02-14,1988
임재철04한두CF,51,115,103,13,18,2,0,0,20,5,0,1,6,1,0,24,2,4,1,0.175,0.225,0.194,0.419,0.199,5.1,-0.74,1976-04-08,2004
김광림90OCF,82,217,188,16,31,6,3,1,46,21,1,4,20,1,1,26,4,6,2,0.165,0.246,0.245,0.491,0.232,31.2,-0.74,1961-03-09,1990
최용규15K2B,69,200,182,23,41,4,3,2,57,18,10,6,14,1,1,43,2,1,2,0.225,0.281,0.313,0.595,0.271,45.3,-0.74,1985-08-31,2015
예진원21키CF,52,132,114,16,18,6,1,1,29,8,0,1,12,2,0,28,2,3,1,0.158,0.248,0.254,0.502,0.24,32.5,-0.75,1999-03-16,2021
조정원14한SS,20,58,56,2,7,1,1,0,10,6,0,0,0,0,0,10,2,1,1,0.125,0.123,0.179,0.301,0.13,-53.7,-0.75,1990-08-10,2014
주현상15한3B,103,246,214,18,45,7,0,0,52,12,2,0,21,3,0,46,5,6,2,0.21,0.288,0.243,0.531,0.252,32.9,-0.75,1992-08-10,2015
권두조82롯DH,80,325,265,40,59,15,1,0,76,35,7,9,36,7,0,27,7,15,2,0.223,0.329,0.287,0.616,0.286,71.1,-0.75,1951-06-10,1982
이건열88해RF,55,85,78,3,11,1,0,1,15,10,0,1,4,1,0,11,5,1,1,0.141,0.191,0.192,0.383,0.184,1.6,-0.75,1963-04-25,1988
김수연04한RF,115,197,170,32,42,1,0,1,46,8,17,11,11,0,0,26,3,12,4,0.247,0.287,0.271,0.557,0.249,40.1,-0.76,1977-05-28,2004
김성현22S2B,116,327,276,35,59,8,1,1,72,34,2,3,27,3,0,31,12,18,3,0.214,0.288,0.261,0.549,0.251,49.4,-0.76,1987-03-09,2022
권두조87청1B,108,231,194,15,46,5,1,0,53,12,3,8,18,2,0,16,3,15,1,0.237,0.307,0.273,0.58,0.266,56.8,-0.77,1951-06-10,1987
정영기90태2B,88,181,157,10,27,7,0,0,34,11,2,3,16,0,0,25,6,6,2,0.172,0.246,0.217,0.462,0.223,25.1,-0.77,1956-02-29,1990
양성우19한LF,56,129,119,11,20,3,0,1,26,6,1,0,9,0,0,28,2,1,0,0.168,0.227,0.218,0.445,0.214,20.5,-0.77,1989-05-02,2019
김무관82삼1B,69,292,254,33,55,11,0,1,69,14,5,7,24,7,1,29,5,6,1,0.217,0.301,0.272,0.572,0.271,61.7,-0.77,1955-03-02,1982
강성우98롯C,73,149,133,9,21,2,2,0,27,5,0,1,5,2,0,23,2,8,1,0.158,0.199,0.203,0.402,0.178,0.4,-0.77,1970-01-05,1998
정의윤20SDH,76,203,187,13,45,5,1,1,55,20,0,1,12,1,1,38,7,0,3,0.241,0.286,0.294,0.58,0.27,51.9,-0.78,1986-07-25,2020
정상진91태1B,80,190,174,11,38,7,0,1,48,18,4,0,7,2,2,20,2,4,3,0.218,0.253,0.276,0.529,0.24,38.3,-0.78,1964-12-10,1991
최윤석10SSS,47,93,76,13,7,2,0,0,9,2,7,1,8,1,0,19,1,7,1,0.092,0.186,0.118,0.305,0.15,-29.2,-0.78,1987-03-28,2010
김태군16NC,134,395,340,37,79,15,0,1,97,30,0,0,22,9,0,44,14,20,4,0.232,0.293,0.285,0.579,0.263,38.8,-0.78,1989-12-30,2016
오재원09두1B,106,239,209,36,48,3,0,0,51,12,12,3,20,6,1,44,5,2,2,0.23,0.312,0.244,0.556,0.271,45.7,-0.78,1985-02-09,2009
김경문91OC,57,120,113,8,15,4,0,1,22,6,1,0,3,1,0,15,1,3,0,0.133,0.162,0.195,0.357,0.165,-14.3,-0.78,1958-11-01,1991
박현승03롯3B,118,386,357,40,84,11,1,0,97,18,7,8,19,3,0,65,9,6,1,0.235,0.279,0.272,0.551,0.256,42.3,-0.78,1972-09-12,2003
정혁진83O,36,75,70,2,8,1,0,0,9,2,0,0,2,1,0,14,1,2,0,0.114,0.151,0.129,0.279,0.135,-29.5,-0.79,1960-07-05,1983
채은성17LRF,114,372,333,28,89,12,3,2,113,35,5,6,17,11,1,66,8,10,1,0.267,0.323,0.339,0.663,0.297,66.8,-0.79,1990-02-06,2017
김선일93롯C,48,119,106,4,15,1,1,0,18,3,0,2,3,1,0,11,1,8,1,0.142,0.171,0.17,0.341,0.154,-12.1,-0.79,1965-08-02,1993
전병우19롯1B,28,54,50,2,5,1,0,0,6,0,0,0,3,0,0,22,0,1,0,0.1,0.151,0.12,0.271,0.134,-35.4,-0.79,1992-10-24,2019
김주형17K3B,57,116,106,11,18,5,0,0,23,10,0,0,8,1,0,13,5,0,1,0.17,0.233,0.217,0.45,0.215,11.4,-0.79,1985-12-15,2017
조충열87해,31,61,58,2,7,1,0,0,8,4,0,0,0,0,0,10,4,2,1,0.121,0.119,0.138,0.257,0.117,-51.5,-0.79,1959-02-25,1987
노시환19한1B,91,192,177,19,33,8,1,1,46,13,2,2,11,2,0,72,3,1,1,0.186,0.241,0.26,0.501,0.237,36.4,-0.8,2000-12-03,2019
양용모01S1B,103,221,192,30,45,9,0,1,57,19,12,6,13,4,0,46,1,10,2,0.234,0.294,0.297,0.591,0.268,46,-0.8,1967-12-20,2001
박기혁18KSS,98,196,173,17,37,6,0,1,46,15,1,0,13,2,0,50,8,5,3,0.214,0.272,0.266,0.538,0.244,28.9,-0.8,1981-06-04,2018
이용규04LLF,52,70,62,3,8,1,0,0,9,2,1,3,4,2,0,21,0,1,1,0.129,0.203,0.145,0.348,0.176,-14,-0.81,1985-08-26,2004
김종헌97롯RF,59,147,124,11,22,2,0,0,24,5,9,8,15,1,0,23,1,6,1,0.177,0.27,0.194,0.463,0.222,31.4,-0.81,1966-07-27,1997
조세진22롯RF,35,87,85,5,15,3,0,0,18,6,0,1,1,0,0,25,4,1,0,0.176,0.186,0.212,0.398,0.184,0.8,-0.81,2003-11-21,2022
강혁04S1B,88,128,115,5,22,2,0,1,27,15,0,0,10,0,0,22,4,1,2,0.191,0.252,0.235,0.487,0.233,26,-0.81,1974-08-25,2004
조범현90OC,84,119,102,8,14,2,0,0,16,6,0,1,7,1,0,19,1,9,0,0.137,0.2,0.157,0.357,0.169,-12.7,-0.82,1960-10-01,1990
신명철08삼2B,97,278,244,29,45,8,0,1,56,17,9,1,19,2,0,32,7,7,6,0.184,0.244,0.23,0.473,0.225,25.4,-0.82,1978-08-06,2008
장민석16한LF,98,227,205,38,47,7,3,1,63,16,3,3,16,0,0,44,3,6,0,0.229,0.285,0.307,0.592,0.271,41.8,-0.82,1982-05-09,2016
한상훈04한2B,63,162,147,15,29,4,0,0,33,4,1,2,6,2,0,34,4,7,0,0.197,0.239,0.224,0.463,0.214,16.7,-0.83,1980-06-03,2004
김연훈11S2B,84,170,149,15,28,3,0,1,34,13,2,6,7,6,0,40,4,6,2,0.188,0.25,0.228,0.478,0.227,26,-0.83,1984-12-23,2011
홍원기02두3B,109,191,170,17,29,6,0,1,38,11,1,0,15,2,1,36,5,1,3,0.171,0.242,0.224,0.466,0.217,19.7,-0.83,1973-06-05,2002
김진곤15kLF,67,87,85,11,18,1,0,0,19,6,4,2,0,1,0,20,0,1,0,0.212,0.221,0.224,0.445,0.206,2.7,-0.83,1987-09-10,2015
김종석02한1B,77,209,186,21,35,9,0,2,50,14,4,4,22,0,1,41,6,0,1,0.188,0.273,0.269,0.542,0.251,47.5,-0.83,1971-02-28,2002
김동엽19삼DH,60,211,195,15,42,4,1,6,66,25,2,1,12,2,0,47,2,0,2,0.215,0.265,0.338,0.604,0.279,60.7,-0.84,1990-07-24,2019
